code	ccd_comp_id	anomer	config	sugar	ring	linkage	method	onebead_target	identity	status
WYA	NDG	alpha	D	gluco	pyranose	W	ccd_name_index	NAG	alpha-D-GlcNAcp	SUPPORTED_ONEBEAD
WYB	NAG	beta	D	gluco	pyranose	W	ccd_name_index	NAG	beta-D-GlcNAcp	SUPPORTED_ONEBEAD
WZA	GCU	alpha	D	gluco	pyranuronic acid	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WZB	BDP	beta	D	gluco	pyranuronic acid	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WaA	ARA	alpha	L	arabino	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WaB	ARB	beta	L	arabino	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WbA	SOE	alpha	L	sorbo	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WbB		beta	L	sorbo	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WbD		alpha	L	sorbo	furanose	W	undecoded			UNSUPPORTED_ONEBEAD
WbU		beta	L	sorbo	furanose	W	undecoded			UNSUPPORTED_ONEBEAD
WcA		alpha	L	fructo	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WcB		beta	L	fructo	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WcD		alpha	L	fructo	furanose	W	undecoded			UNSUPPORTED_ONEBEAD
WcU	LFR	beta	L	fructo	furanose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WdA		alpha	L	lyxo	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WdB		beta	L	lyxo	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WeA	Z6H	alpha	L	altro	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WeB	3MK	beta	L	altro	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WfA	FUC	alpha	L	fuco	pyranose	W	ccd_name_index	FUC	alpha-L-Fucp	SUPPORTED_ONEBEAD
WfB	FUL	beta	L	fuco	pyranose	W	ccd_name_index	FUC	beta-L-Fucp	SUPPORTED_ONEBEAD
WgA		alpha	L	gluco	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WgB	Z8T	beta	L	gluco	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WhA	RAM	alpha	L	rhamno	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WhB	RM4	beta	L	rhamno	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WjA		alpha	L	tagato	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WjB		beta	L	tagato	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WjD		alpha	L	tagato	furanose	W	undecoded			UNSUPPORTED_ONEBEAD
WjU		beta	L	tagato	furanose	W	undecoded			UNSUPPORTED_ONEBEAD
WkA	GUP	alpha	L	gulo	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WkB	Z8H	beta	L	gulo	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WlA	GXL	alpha	L	galacto	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WlB	GIV	beta	L	galacto	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WmA		alpha	L	manno	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WmB		beta	L	manno	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WnA	Z2D	alpha	L	allo	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WnB	WOO	beta	L	allo	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WoA		alpha	L	galacto	pyranuronic acid	W	undecoded			UNSUPPORTED_ONEBEAD
WoB		beta	L	galacto	pyranuronic acid	W	undecoded			UNSUPPORTED_ONEBEAD
WpA		alpha	L	psico	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WpB		beta	L	psico	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WpD	SF6	alpha	L	psico	furanose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WpU	SF9	beta	L	psico	furanose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WqA		alpha	L	quinovo	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WqB		beta	L	quinovo	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WrA		alpha	L	ribo	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WrB	0MK	beta	L	ribo	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WtA		alpha	L	talo	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WtB	ZEE	beta	L	talo	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WuA	IDR	alpha	L	ido	pyranuronic acid	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WuB		beta	L	ido	pyranuronic acid	W	undecoded			UNSUPPORTED_ONEBEAD
WvA	YYQ	alpha	L	galacto	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WvB		beta	L	galacto	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WwA		alpha	L	manno	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WwB		beta	L	manno	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WxA	HSY	alpha	L	xylo	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WxB	LXC	beta	L	xylo	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WyA	NGZ	alpha	L	gluco	pyranose	W	ccd_name_index			UNSUPPORTED_ONEBEAD
WyB		beta	L	gluco	pyranose	W	undecoded			UNSUPPORTED_ONEBEAD
WzA		alpha	L	gluco	pyranuronic acid	W	undecoded			UNSUPPORTED_ONEBEAD
WzB		beta	L	gluco	pyranuronic acid	W	undecoded			UNSUPPORTED_ONEBEAD
XEA	SHD	alpha	D	altro	pyranose	X	ccd_name_index			UNSUPPORTED_ONEBEAD
XEB		beta	D	altro	pyranose	X	undecoded			UNSUPPORTED_ONEBEAD
XGA	GLC	alpha	D	gluco	pyranose	X	ccd_name_index	GLC	alpha-D-Glcp	SUPPORTED_ONEBEAD
XGB	BGC	beta	D	gluco	pyranose	X	ccd_name_index	GLC	beta-D-Glcp	SUPPORTED_ONEBEAD
XKA	4GL	alpha	D	gulo	pyranose	X	ccd_name_index			UNSUPPORTED_ONEBEAD
XKB	GL0	beta	D	gulo	pyranose	X	ccd_name_index			UNSUPPORTED_ONEBEAD
XLA	GLA	alpha	D	galacto	pyranose	X	ccd_name_index	GAL	alpha-D-Galp	SUPPORTED_ONEBEAD
XLB	GAL	beta	D	galacto	pyranose	X	ccd_name_index	GAL	beta-D-Galp	SUPPORTED_ONEBEAD
XMA	MAN	alpha	D	manno	pyranose	X	ccd_name_index	MAN	alpha-D-Manp	SUPPORTED_ONEBEAD
XMB	BMA	beta	D	manno	pyranose	X	ccd_name_index	BMA	beta-D-Manp	SUPPORTED_ONEBEAD
XNA	AFD	alpha	D	allo	pyranose	X	ccd_name_index			UNSUPPORTED_ONEBEAD
XNB	ALL	beta	D	allo	pyranose	X	ccd_name_index			UNSUPPORTED_ONEBEAD
XTA		alpha	D	talo	pyranose	X	undecoded			UNSUPPORTED_ONEBEAD
XTB	SDY	beta	D	talo	pyranose	X	ccd_name_index			UNSUPPORTED_ONEBEAD
XeA	Z6H	alpha	L	altro	pyranose	X	ccd_name_index			UNSUPPORTED_ONEBEAD
XeB	3MK	beta	L	altro	pyranose	X	ccd_name_index			UNSUPPORTED_ONEBEAD
XgA		alpha	L	gluco	pyranose	X	undecoded			UNSUPPORTED_ONEBEAD
XgB	Z8T	beta	L	gluco	pyranose	X	ccd_name_index			UNSUPPORTED_ONEBEAD
XkA	GUP	alpha	L	gulo	pyranose	X	ccd_name_index			UNSUPPORTED_ONEBEAD
XkB	Z8H	beta	L	gulo	pyranose	X	ccd_name_index			UNSUPPORTED_ONEBEAD
XlA	GXL	alpha	L	galacto	pyranose	X	ccd_name_index			UNSUPPORTED_ONEBEAD
XlB	GIV	beta	L	galacto	pyranose	X	ccd_name_index			UNSUPPORTED_ONEBEAD
XmA		alpha	L	manno	pyranose	X	undecoded			UNSUPPORTED_ONEBEAD
XmB		beta	L	manno	pyranose	X	undecoded			UNSUPPORTED_ONEBEAD
XnA	Z2D	alpha	L	allo	pyranose	X	ccd_name_index			UNSUPPORTED_ONEBEAD
XnB	WOO	beta	L	allo	pyranose	X	ccd_name_index			UNSUPPORTED_ONEBEAD
XtA		alpha	L	talo	pyranose	X	undecoded			UNSUPPORTED_ONEBEAD
XtB	ZEE	beta	L	talo	pyranose	X	ccd_name_index			UNSUPPORTED_ONEBEAD
YAA	64K	alpha	D	arabino	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YAB	SEJ	beta	D	arabino	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YDA	LDY	alpha	D	lyxo	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YDB	Z4W	beta	D	lyxo	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YEA	SHD	alpha	D	altro	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YEB		beta	D	altro	pyranose	Y	undecoded			UNSUPPORTED_ONEBEAD
YFA	FCA	alpha	D	fuco	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YFB	FCB	beta	D	fuco	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YGA	GLC	alpha	D	gluco	pyranose	Y	ccd_name_index	GLC	alpha-D-Glcp	SUPPORTED_ONEBEAD
YGB	BGC	beta	D	gluco	pyranose	Y	ccd_name_index	GLC	beta-D-Glcp	SUPPORTED_ONEBEAD
YHA	XXR	alpha	D	rhamno	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YHB	UBO	beta	D	rhamno	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YKA	4GL	alpha	D	gulo	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YKB	GL0	beta	D	gulo	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YLA	GLA	alpha	D	galacto	pyranose	Y	ccd_name_index	GAL	alpha-D-Galp	SUPPORTED_ONEBEAD
YLB	GAL	beta	D	galacto	pyranose	Y	ccd_name_index	GAL	beta-D-Galp	SUPPORTED_ONEBEAD
YMA	MAN	alpha	D	manno	pyranose	Y	ccd_name_index	MAN	alpha-D-Manp	SUPPORTED_ONEBEAD
YMB	BMA	beta	D	manno	pyranose	Y	ccd_name_index	BMA	beta-D-Manp	SUPPORTED_ONEBEAD
YNA	AFD	alpha	D	allo	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YNB	ALL	beta	D	allo	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YOA	ADA	alpha	D	galacto	pyranuronic acid	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YOB	GTR	beta	D	galacto	pyranuronic acid	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YQA	G6D	alpha	D	quinovo	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YQB	YYK	beta	D	quinovo	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YRA	YYM	alpha	D	ribo	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YRB	RIP	beta	D	ribo	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YTA		alpha	D	talo	pyranose	Y	undecoded			UNSUPPORTED_ONEBEAD
YTB	SDY	beta	D	talo	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YUA		alpha	D	ido	pyranuronic acid	Y	undecoded			UNSUPPORTED_ONEBEAD
YUB		beta	D	ido	pyranuronic acid	Y	undecoded			UNSUPPORTED_ONEBEAD
YXA	XYS	alpha	D	xylo	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YXB	HSZ	beta	D	xylo	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YZA	GCU	alpha	D	gluco	pyranuronic acid	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YZB	BDP	beta	D	gluco	pyranuronic acid	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YaA	ARA	alpha	L	arabino	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YaB	ARB	beta	L	arabino	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YdA		alpha	L	lyxo	pyranose	Y	undecoded			UNSUPPORTED_ONEBEAD
YdB		beta	L	lyxo	pyranose	Y	undecoded			UNSUPPORTED_ONEBEAD
YeA	Z6H	alpha	L	altro	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YeB	3MK	beta	L	altro	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YfA	FUC	alpha	L	fuco	pyranose	Y	ccd_name_index	FUC	alpha-L-Fucp	SUPPORTED_ONEBEAD
YfB	FUL	beta	L	fuco	pyranose	Y	ccd_name_index	FUC	beta-L-Fucp	SUPPORTED_ONEBEAD
YgA		alpha	L	gluco	pyranose	Y	undecoded			UNSUPPORTED_ONEBEAD
YgB	Z8T	beta	L	gluco	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YhA	RAM	alpha	L	rhamno	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YhB	RM4	beta	L	rhamno	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YkA	GUP	alpha	L	gulo	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YkB	Z8H	beta	L	gulo	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YlA	GXL	alpha	L	galacto	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YlB	GIV	beta	L	galacto	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YmA		alpha	L	manno	pyranose	Y	undecoded			UNSUPPORTED_ONEBEAD
YmB		beta	L	manno	pyranose	Y	undecoded			UNSUPPORTED_ONEBEAD
YnA	Z2D	alpha	L	allo	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YnB	WOO	beta	L	allo	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YoA		alpha	L	galacto	pyranuronic acid	Y	undecoded			UNSUPPORTED_ONEBEAD
YoB		beta	L	galacto	pyranuronic acid	Y	undecoded			UNSUPPORTED_ONEBEAD
YqA		alpha	L	quinovo	pyranose	Y	undecoded			UNSUPPORTED_ONEBEAD
YqB		beta	L	quinovo	pyranose	Y	undecoded			UNSUPPORTED_ONEBEAD
YrA		alpha	L	ribo	pyranose	Y	undecoded			UNSUPPORTED_ONEBEAD
YrB	0MK	beta	L	ribo	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YtA		alpha	L	talo	pyranose	Y	undecoded			UNSUPPORTED_ONEBEAD
YtB	ZEE	beta	L	talo	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YuA	IDR	alpha	L	ido	pyranuronic acid	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YuB		beta	L	ido	pyranuronic acid	Y	undecoded			UNSUPPORTED_ONEBEAD
YxA	HSY	alpha	L	xylo	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YxB	LXC	beta	L	xylo	pyranose	Y	ccd_name_index			UNSUPPORTED_ONEBEAD
YzA		alpha	L	gluco	pyranuronic acid	Y	undecoded			UNSUPPORTED_ONEBEAD
YzB		beta	L	gluco	pyranuronic acid	Y	undecoded			UNSUPPORTED_ONEBEAD
ZAA	64K	alpha	D	arabino	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZAB	SEJ	beta	D	arabino	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZAD	BXY	alpha	D	arabino	furanose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZAU	BXX	beta	D	arabino	furanose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZDA	LDY	alpha	D	lyxo	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZDB	Z4W	beta	D	lyxo	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZDD		alpha	D	lyxo	furanose	Z	undecoded			UNSUPPORTED_ONEBEAD
ZDU		beta	D	lyxo	furanose	Z	undecoded			UNSUPPORTED_ONEBEAD
ZEA	SHD	alpha	D	altro	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZEB		beta	D	altro	pyranose	Z	undecoded			UNSUPPORTED_ONEBEAD
ZFA	FCA	alpha	D	fuco	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZFB	FCB	beta	D	fuco	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZGA	GLC	alpha	D	gluco	pyranose	Z	ccd_name_index	GLC	alpha-D-Glcp	SUPPORTED_ONEBEAD
ZGB	BGC	beta	D	gluco	pyranose	Z	ccd_name_index	GLC	beta-D-Glcp	SUPPORTED_ONEBEAD
ZHA	XXR	alpha	D	rhamno	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZHB	UBO	beta	D	rhamno	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZKA	4GL	alpha	D	gulo	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZKB	GL0	beta	D	gulo	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZLA	GLA	alpha	D	galacto	pyranose	Z	ccd_name_index	GAL	alpha-D-Galp	SUPPORTED_ONEBEAD
ZLB	GAL	beta	D	galacto	pyranose	Z	ccd_name_index	GAL	beta-D-Galp	SUPPORTED_ONEBEAD
ZMA	MAN	alpha	D	manno	pyranose	Z	ccd_name_index	MAN	alpha-D-Manp	SUPPORTED_ONEBEAD
ZMB	BMA	beta	D	manno	pyranose	Z	ccd_name_index	BMA	beta-D-Manp	SUPPORTED_ONEBEAD
ZNA	AFD	alpha	D	allo	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZNB	ALL	beta	D	allo	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZOA	ADA	alpha	D	galacto	pyranuronic acid	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZOB	GTR	beta	D	galacto	pyranuronic acid	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZQA	G6D	alpha	D	quinovo	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZQB	YYK	beta	D	quinovo	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZRA	YYM	alpha	D	ribo	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZRB	RIP	beta	D	ribo	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZRD	RIB	alpha	D	ribo	furanose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZRU	BDR	beta	D	ribo	furanose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZTA		alpha	D	talo	pyranose	Z	undecoded			UNSUPPORTED_ONEBEAD
ZTB	SDY	beta	D	talo	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZUA		alpha	D	ido	pyranuronic acid	Z	undecoded			UNSUPPORTED_ONEBEAD
ZUB		beta	D	ido	pyranuronic acid	Z	undecoded			UNSUPPORTED_ONEBEAD
ZXA	XYS	alpha	D	xylo	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZXB	HSZ	beta	D	xylo	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZXD		alpha	D	xylo	furanose	Z	undecoded			UNSUPPORTED_ONEBEAD
ZXU	XYZ	beta	D	xylo	furanose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZZA	GCU	alpha	D	gluco	pyranuronic acid	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZZB	BDP	beta	D	gluco	pyranuronic acid	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZaA	ARA	alpha	L	arabino	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZaB	ARB	beta	L	arabino	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZaD	AHR	alpha	L	arabino	furanose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZaU	FUB	beta	L	arabino	furanose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZdA		alpha	L	lyxo	pyranose	Z	undecoded			UNSUPPORTED_ONEBEAD
ZdB		beta	L	lyxo	pyranose	Z	undecoded			UNSUPPORTED_ONEBEAD
ZdD		alpha	L	lyxo	furanose	Z	undecoded			UNSUPPORTED_ONEBEAD
ZdU		beta	L	lyxo	furanose	Z	undecoded			UNSUPPORTED_ONEBEAD
ZeA	Z6H	alpha	L	altro	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZeB	3MK	beta	L	altro	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZfA	FUC	alpha	L	fuco	pyranose	Z	ccd_name_index	FUC	alpha-L-Fucp	SUPPORTED_ONEBEAD
ZfB	FUL	beta	L	fuco	pyranose	Z	ccd_name_index	FUC	beta-L-Fucp	SUPPORTED_ONEBEAD
ZgA		alpha	L	gluco	pyranose	Z	undecoded			UNSUPPORTED_ONEBEAD
ZgB	Z8T	beta	L	gluco	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZhA	RAM	alpha	L	rhamno	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZhB	RM4	beta	L	rhamno	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZkA	GUP	alpha	L	gulo	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZkB	Z8H	beta	L	gulo	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZlA	GXL	alpha	L	galacto	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZlB	GIV	beta	L	galacto	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZmA		alpha	L	manno	pyranose	Z	undecoded			UNSUPPORTED_ONEBEAD
ZmB		beta	L	manno	pyranose	Z	undecoded			UNSUPPORTED_ONEBEAD
ZnA	Z2D	alpha	L	allo	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZnB	WOO	beta	L	allo	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZoA		alpha	L	galacto	pyranuronic acid	Z	undecoded			UNSUPPORTED_ONEBEAD
ZoB		beta	L	galacto	pyranuronic acid	Z	undecoded			UNSUPPORTED_ONEBEAD
ZqA		alpha	L	quinovo	pyranose	Z	undecoded			UNSUPPORTED_ONEBEAD
ZqB		beta	L	quinovo	pyranose	Z	undecoded			UNSUPPORTED_ONEBEAD
ZrA		alpha	L	ribo	pyranose	Z	undecoded			UNSUPPORTED_ONEBEAD
ZrB	0MK	beta	L	ribo	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZrD	Z6J	alpha	L	ribo	furanose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZrU	32O	beta	L	ribo	furanose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZtA		alpha	L	talo	pyranose	Z	undecoded			UNSUPPORTED_ONEBEAD
ZtB	ZEE	beta	L	talo	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZuA	IDR	alpha	L	ido	pyranuronic acid	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZuB		beta	L	ido	pyranuronic acid	Z	undecoded			UNSUPPORTED_ONEBEAD
ZxA	HSY	alpha	L	xylo	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZxB	LXC	beta	L	xylo	pyranose	Z	ccd_name_index			UNSUPPORTED_ONEBEAD
ZxD		alpha	L	xylo	furanose	Z	undecoded			UNSUPPORTED_ONEBEAD
ZxU		beta	L	xylo	furanose	Z	undecoded			UNSUPPORTED_ONEBEAD
ZzA		alpha	L	gluco	pyranuronic acid	Z	undecoded			UNSUPPORTED_ONEBEAD
ZzB		beta	L	gluco	pyranuronic acid	Z	undecoded			UNSUPPORTED_ONEBEAD
